#	http://www.heise.de/tp/r4/artikel/32/32883/1.html	[2010-07-04]	

19	Improvisation	O	O	B-LOC	O
20	zu	O	O	O	O
21	Sometime	B-OTH	O	B-LOCderiv	O
22	Ago	I-OTH	O	B-PER	O
23	.	O	O	O	O

#	http://www.n-tv.de/politik/Finanzielle-Anreize-fuer-EU-Staaten-article487272.html	[2009-09-02]	

1	Bis	O	O	O	O
2	2013	O	O	O	O
3	steigen	O	O	O	O
4	die	O	O	O	O
5	Mittel	O	O	O	O
6	aus	O	O	O	O
7	dem	O	O	O	O
8	EU-Budget	B-ORGpart	O	B-LOC	O
9	auf	O	O	O	O
10	rund	O	O	O	O
11	120	O	O	O	O
12	Millionen	O	O	O	O
13	Euro	B-OTH	O	B-OTH	O
14	.	O	O	O	O

#	http://de.wikipedia.org/wiki/Rührstück	[2009-03-05]	

1	Daraus	O	O	O	O
2	entwickelte	O	O	O	O
3	sich	O	O	O	O
4	im	O	O	O	O
5	Rokoko	B-OTH	O	B-OTH	O
6	die	O	O	O	O
7	Sitte	O	O	O	O
8	des	O	O	O	O
9	gemeinsamen	O	O	O	O
10	Weinens	O	O	O	O
11	im	O	O	O	O
12	Theater	O	O	O	O
13	,	O	O	O	O
14	das	O	O	O	O
15	die	O	O	O	O
16	Standesgrenzen	O	O	B-LOC	O
17	innerhalb	O	O	O	O
18	des	O	O	O	O
19	Publikums	O	O	O	O
20	überbrücken	O	O	O	O
21	sollte	O	O	O	O
22	.	O	O	O	O

#	http://de.wikipedia.org/wiki/Haubennetzspinnen	[2009-09-27]	

1	Die	O	O	O	O
2	Spinne	O	O	O	O
3	hatte	O	O	O	O
4	sie	O	O	O	O
5	mit	O	O	O	O
6	Seidenfäden	O	O	B-LOC	O
7	an	O	O	O	O
8	ihrem	O	O	O	O
9	Schwanz	O	O	O	O
10	gefesselt	O	O	O	O
11	und	O	O	O	O
12	nach	O	O	O	O
13	oben	O	O	O	O
14	gezogen	O	O	O	O
15	.	O	O	O	O

#	http://de.wikipedia.org/wiki/Fremdenlegion	[2010-01-03]	

1	In	O	O	O	O
2	Deutschland	B-LOC	O	B-LOC	O
3	ist	O	O	O	O
4	nach	O	O	O	O
5	StGB	O	O	B-LOC	O
6	eine	O	O	O	O
7	Anwerbung	O	O	B-LOC	O
8	für	O	O	O	O
9	die	O	O	O	O
10	Fremdenlegion	O	O	B-LOC	O
11	strafbar	O	O	O	O
12	.	O	O	O	O

#	berlinonline.de vom 27.10.2005	[2005-10-27]	

1	Am	O	O	O	O
2	Donnerstag	O	O	O	O
3	wird	O	O	O	O
4	sich	O	O	O	O
5	zeigen	O	O	O	O
6	,	O	O	O	O
7	ob	O	O	O	O
8	die	O	O	O	O
9	Idee	O	O	O	O
10	der	O	O	O	O
11	DLR-Forscher	B-ORGpart	O	B-LOC	O
12	funktioniert	O	O	O	O
13	.	O	O	O	O

#	http://www.lr-online.de/sport/LR-Sport;art1075,2163062	[2008-09-08]	

1	Der	O	O	O	O
2	sechste	O	O	O	O
3	Lauf	O	O	O	O
4	der	O	O	O	O
5	ADAC	B-ORG	B-ORG	B-ORG	O
6	GT	I-ORG	O	I-ORG	O
7	Mastersstand	O	O	I-ORG	O
8	ganz	O	O	O	O
9	klar	O	O	O	O
10	im	O	O	O	O
11	Mittelpunkt	O	O	O	O
12	des	O	O	O	O
13	Motorsport-Wochenendes	O	O	B-LOC	O
14	auf	O	O	O	O
15	dem	O	O	O	O
16	Eurospeedway	B-ORG	O	B-LOC	O
17	Lausitz	I-ORG	B-LOC	I-LOC	O
18	.	O	O	O	O

#	http://www.n-tv.de/archiv/2003-11-11.html	[2011-01-17]	

1	Nach	O	O	O	O
2	den	O	O	O	O
3	schwächeren	O	O	O	O
4	Vorgaben	O	O	O	O
5	der	O	O	O	O
6	Wall	B-ORG	O	B-LOC	O
7	Street	I-ORG	O	I-LOC	O
8	vom	O	O	O	O
9	Vortag	O	O	O	O
10	setzten	O	O	O	O
11	die	O	O	O	O
12	deutschen	B-LOCderiv	O	B-LOCderiv	O
13	Standardwerte	O	O	O	O
14	ihren	O	O	O	O
15	Konsolidierungskurs	O	O	B-LOC	O
16	fort	O	O	O	O
17	.	O	O	O	O

#	http://www.appenzell24.ch/Kantonalturnfest+im+Mittelpunkt+der+Hauptversammlung/344280/detail.htm	[2010-12-20]	

1	Kolb	B-PER	O	O	O
2	war	O	O	O	O
3	seit	O	O	O	O
4	1986	O	O	O	O
5	im	O	O	O	O
6	Turnverein	O	O	B-LOC	O
7	als	O	O	O	O
8	Leiter	O	O	O	O
9	tätig	O	O	O	O
10	,	O	O	O	O
11	darunter	O	O	O	O
12	elf	O	O	O	O
13	Jahre	O	O	O	O
14	als	O	O	O	O
15	Hauptleiter	O	O	B-LOC	O
16	in	O	O	O	O
17	der	O	O	O	O
18	Männerriege	O	O	B-LOC	O
19	.	O	O	O	O

#	http://de.wikipedia.org/wiki/Janská	[2009-08-27]	

1	1961	O	O	O	O
2	wurde	O	O	O	O
3	auf	O	O	O	O
4	dem	O	O	O	O
5	Gelände	O	O	O	O
6	ein	O	O	O	O
7	großer	O	O	O	O
8	Geflügelzuchtbetrieb	O	O	O	O
9	aufgebaut	O	O	O	O
10	.	O	O	O	O

#	http://de.wikipedia.org/wiki/Walther_Funk	[2009-09-18]	

1	In	O	O	O	O
2	der	O	O	O	O
3	Zeit	O	O	O	O
4	des	O	O	O	O
5	Nationalsozialismus	O	O	B-OTH	O
6	war	O	O	O	O
7	er	O	O	O	O
8	Wirtschaftsminister	O	O	O	O
9	und	O	O	O	O
10	Reichsbankpräsident	O	O	B-LOC	O
11	.	O	O	O	O

#	http://www.kicker.de/news/fussball/intligen/startseite/515945/artikel_Zenden-kommt-unter.html	[2009-10-16]	

1	Dean	B-PER	O	B-PER	O
2	Whitehead	I-PER	O	I-PER	O
3	,	O	O	O	O
4	Grant	B-PER	O	B-PER	O
5	Leadbitter	I-PER	O	I-PER	O
6	und	O	O	O	O
7	Carlos	B-PER	O	B-PER	O
8	Edwards	I-PER	O	I-PER	O
9	wurden	O	O	O	O
10	im	O	O	O	O
11	Sommer	O	O	O	O
12	verkauft	O	O	O	O
13	und	O	O	O	O
14	Teemu	B-PER	O	B-LOC	O
15	Tainio	I-PER	O	I-LOC	O
16	spielt	O	O	O	O
17	leihweise	O	O	B-LOC	O
18	für	O	O	O	O
19	Birmingham	B-LOC	O	B-LOC	O
20	.	O	O	O	O

#	swr.de vom 20.10.2005	[2005-10-20]	

1	Im	O	O	O	O
2	Fall	O	O	O	O
3	der	O	O	O	O
4	befürchteten	O	O	O	O
5	Ausbreitung	O	O	O	O
6	von	O	O	O	O
7	Mensch	O	O	O	O
8	zu	O	O	O	O
9	Mensch	O	O	O	O
10	werde	O	O	O	O
11	schon	O	O	O	O
12	aus	O	O	O	O
13	Kapazitätsgründen	O	O	B-LOC	O
14	nur	O	O	O	O
15	"	O	O	O	O
16	eine	O	O	O	O
17	kleine	O	O	O	O
18	Anzahl	O	O	O	O
19	von	O	O	O	O
20	Ländern	O	O	O	O
21	"	O	O	O	O
22	überhaupt	O	O	O	O
23	Impfstoff	O	O	B-LOC	O
24	besitzen	O	O	O	O
25	.	O	O	O	O

#	http://www.profil.at/articles/0746/560/189416/monarchien-wer-koenige-schwedens-koenigspaar-oesterreich.html	[2011-01-20]	

1	Der	O	O	O	O
2	im	O	O	O	O
3	royalen	O	O	B-ORG	O
4	Stockholm	B-LOC	O	B-LOC	O
5	gepflegte	O	O	I-LOC	O
6	Down-to-earth-Habitus	O	O	I-LOC	O
7	ist	O	O	O	O
8	vor	O	O	O	O
9	allem	O	O	O	O
10	der	O	O	O	O
11	bürgerlichen	O	O	O	O
12	Pragmatik	O	O	O	O
13	der	O	O	O	O
14	ehemaligen	O	O	O	O
15	Hostess	O	O	B-LOC	O
16	Silvia	B-PER	O	B-PER	O
17	Sommerlath	I-PER	O	I-PER	O
18	zu	O	O	O	O
19	verdanken	O	O	O	O
20	.	O	O	O	O

#	http://www.bz-berlin.de/artikel-archiv/2010-1-10.html	[2010-12-25]	

